id,Category,blouse_pattern,border,border_width,occasion,ornamentation,pallu_details,transparency
23262,Sarees,same as saree,zari,small border,party,jacquard,same as saree,yes
23227,Sarees,solid,default,big border,party,default,same as saree,no
24865,Sarees,solid,zari,big border,traditional,jacquard,zari woven,no
23185,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23181,Sarees,same as border,zari,big border,party,jacquard,zari woven,no
23171,Sarees,same as saree,zari,big border,party,jacquard,woven design,no
22128,Sarees,same as saree,woven design,big border,wedding,default,zari woven,no
22120,Sarees,same as saree,zari,big border,traditional,jacquard,default,no
22092,Sarees,same as border,zari,big border,daily,jacquard,zari woven,yes
20414,Sarees,default,zari,big border,traditional,jacquard,zari woven,no
20967,Sarees,same as border,zari,small border,traditional,jacquard,same as saree,no
20940,Sarees,default,woven design,no border,party,default,same as saree,no
20888,Sarees,same as saree,zari,small border,traditional,jacquard,zari woven,no
24526,Sarees,same as border,default,small border,party,default,same as saree,no
20549,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
20544,Sarees,solid,zari,big border,traditional,jacquard,zari woven,no
23979,Sarees,default,zari,big border,traditional,jacquard,same as saree,no
20412,Sarees,same as saree,default,small border,party,default,same as saree,no
24318,Sarees,default,zari,big border,party,jacquard,default,no
25075,Sarees,default,temple border,small border,traditional,default,same as saree,no
20396,Sarees,default,zari,big border,wedding,jacquard,zari woven,no
20054,Sarees,same as border,woven design,big border,wedding,jacquard,same as saree,no
19964,Sarees,default,default,small border,party,tassels and latkans,default,no
19851,Sarees,same as saree,default,big border,traditional,default,same as saree,no
19840,Sarees,same as saree,woven design,small border,traditional,default,same as saree,no
19815,Sarees,same as saree,zari,no border,wedding,default,zari woven,no
20997,Sarees,solid,temple border,small border,party,default,woven design,no
25568,Sarees,same as saree,zari,no border,traditional,default,same as saree,no
21983,Sarees,same as saree,default,small border,party,default,same as saree,no
21591,Sarees,same as border,zari,small border,party,tassels and latkans,default,no
21979,Sarees,same as saree,woven design,small border,traditional,default,same as saree,no
21903,Sarees,default,zari,big border,traditional,jacquard,default,no
24970,Sarees,default,zari,small border,traditional,tassels and latkans,same as saree,no
21764,Sarees,same as saree,woven design,big border,party,jacquard,woven design,no
21728,Sarees,same as saree,zari,small border,traditional,tassels and latkans,same as saree,no
21607,Sarees,default,zari,big border,daily,jacquard,default,no
21594,Sarees,same as border,zari,small border,party,tassels and latkans,zari woven,no
21558,Sarees,same as saree,zari,small border,daily,default,same as saree,no
21182,Sarees,default,zari,big border,traditional,jacquard,default,no
24301,Sarees,default,zari,big border,traditional,jacquard,default,no
25020,Sarees,same as border,zari,big border,party,jacquard,default,no
21493,Sarees,same as saree,zari,big border,daily,default,default,no
21289,Sarees,same as border,zari,big border,party,default,default,no
21252,Sarees,solid,zari,small border,traditional,tassels and latkans,same as saree,no
25025,Sarees,same as border,default,small border,party,default,same as saree,no
21192,Sarees,same as border,zari,no border,party,default,default,no
16851,Sarees,same as saree,solid,big border,party,jacquard,same as saree,yes
13503,Sarees,default,zari,big border,traditional,jacquard,default,no
16723,Sarees,solid,no border,no border,party,jacquard,zari woven,no
9991,Sarees,same as border,zari,small border,traditional,tassels and latkans,same as saree,no
10400,Sarees,same as saree,default,small border,party,default,same as saree,no
10391,Sarees,same as saree,temple border,small border,party,default,default,no
10364,Sarees,same as saree,zari,small border,daily,default,default,no
10286,Sarees,default,zari,big border,traditional,jacquard,same as saree,no
10209,Sarees,same as saree,woven design,small border,party,default,default,no
10204,Sarees,default,zari,small border,traditional,jacquard,same as saree,no
10194,Sarees,default,zari,big border,party,jacquard,woven design,no
9978,Sarees,default,zari,big border,traditional,jacquard,same as saree,no
9691,Sarees,default,zari,small border,traditional,jacquard,default,no
9971,Sarees,default,default,no border,party,default,same as saree,no
9962,Sarees,same as border,default,small border,party,default,same as saree,no
9941,Sarees,same as saree,zari,no border,party,default,zari woven,no
9910,Sarees,default,zari,big border,traditional,jacquard,default,no
9850,Sarees,default,zari,big border,traditional,jacquard,same as saree,no
9771,Sarees,same as border,woven design,big border,traditional,default,same as saree,no
9747,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
10523,Sarees,same as border,default,small border,party,tassels and latkans,same as saree,no
10575,Sarees,default,no border,no border,traditional,jacquard,zari woven,no
10707,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
10729,Sarees,default,zari,big border,traditional,jacquard,woven design,no
11580,Sarees,same as saree,default,small border,party,default,same as saree,no
11544,Sarees,default,zari,big border,traditional,jacquard,zari woven,no
11510,Sarees,same as border,default,small border,party,default,same as saree,no
11470,Sarees,same as border,zari,big border,traditional,tassels and latkans,zari woven,no
11411,Sarees,default,zari,big border,party,jacquard,same as saree,no
11360,Sarees,same as border,zari,big border,traditional,default,zari woven,no
11206,Sarees,solid,default,small border,party,default,same as saree,no
11178,Sarees,same as border,zari,small border,party,tassels and latkans,default,no
11171,Sarees,same as saree,woven design,no border,daily,tassels and latkans,same as saree,no
11133,Sarees,same as border,zari,big border,traditional,jacquard,same as saree,no
11068,Sarees,same as border,zari,big border,party,jacquard,same as saree,no
11025,Sarees,same as saree,default,small border,party,default,same as saree,no
10985,Sarees,solid,zari,big border,traditional,jacquard,same as saree,no
10819,Sarees,same as saree,woven design,small border,traditional,default,same as saree,no
10813,Sarees,same as saree,zari,small border,party,jacquard,zari woven,no
9711,Sarees,same as saree,woven design,big border,party,jacquard,woven design,no
9613,Sarees,same as saree,zari,big border,daily,tassels and latkans,same as saree,no
16686,Sarees,same as saree,woven design,small border,traditional,default,same as saree,no
7920,Sarees,same as saree,zari,no border,daily,default,zari woven,no
8599,Sarees,same as saree,zari,small border,party,default,same as saree,no
8199,Sarees,default,woven design,no border,traditional,tassels and latkans,same as saree,no
8114,Sarees,same as saree,temple border,small border,daily,default,same as saree,no
8054,Sarees,solid,no border,no border,party,jacquard,zari woven,no
8049,Sarees,same as saree,woven design,small border,traditional,default,same as saree,no
7995,Sarees,default,zari,big border,party,default,same as saree,no
7948,Sarees,same as saree,temple border,small border,party,default,woven design,no
7891,Sarees,same as saree,zari,small border,daily,tassels and latkans,same as saree,no
9517,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
7879,Sarees,same as saree,woven design,small border,party,jacquard,zari woven,no
7870,Sarees,same as border,zari,small border,traditional,default,default,no
7767,Sarees,same as border,woven design,big border,traditional,default,zari woven,no
7741,Sarees,same as saree,zari,small border,daily,default,same as saree,no
7737,Sarees,default,zari,small border,traditional,jacquard,default,no
7561,Sarees,same as saree,no border,no border,party,default,same as saree,no
7521,Sarees,default,woven design,small border,traditional,default,default,no
8614,Sarees,same as saree,temple border,big border,party,jacquard,zari woven,yes
8637,Sarees,same as border,default,small border,party,default,zari woven,no
8655,Sarees,same as saree,zari,small border,party,default,zari woven,no
8661,Sarees,same as saree,no border,small border,traditional,default,default,no
9387,Sarees,same as border,no border,no border,traditional,jacquard,woven design,no
9377,Sarees,same as border,zari,small border,traditional,default,zari woven,no
9327,Sarees,solid,zari,big border,party,jacquard,default,no
9294,Sarees,same as border,woven design,small border,daily,default,same as saree,no
9285,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
9272,Sarees,default,temple border,big border,daily,tassels and latkans,same as saree,no
9267,Sarees,same as border,default,small border,party,default,same as saree,no
9105,Sarees,default,zari,big border,party,jacquard,default,no
9062,Sarees,same as border,default,small border,party,default,same as saree,no
9045,Sarees,same as saree,default,small border,party,default,default,no
8928,Sarees,same as saree,woven design,small border,wedding,default,same as saree,no
8894,Sarees,same as saree,temple border,big border,daily,jacquard,zari woven,no
8810,Sarees,same as saree,woven design,small border,traditional,default,same as saree,no
8718,Sarees,same as saree,zari,big border,party,jacquard,woven design,no
8705,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11648,Sarees,default,zari,big border,traditional,jacquard,woven design,no
11751,Sarees,default,zari,big border,traditional,jacquard,default,no
11763,Sarees,same as border,default,small border,party,default,same as saree,no
15091,Sarees,solid,zari,big border,traditional,jacquard,zari woven,no
15500,Sarees,default,zari,big border,traditional,jacquard,same as saree,no
15465,Sarees,default,zari,small border,party,default,default,no
15322,Sarees,default,zari,big border,party,jacquard,same as saree,no
15318,Sarees,same as border,zari,big border,daily,jacquard,zari woven,yes
15296,Sarees,same as border,default,small border,traditional,tassels and latkans,woven design,no
15194,Sarees,same as border,default,small border,party,default,same as saree,no
15131,Sarees,solid,zari,no border,daily,default,zari woven,no
15040,Sarees,solid,zari,big border,traditional,jacquard,same as saree,no
11926,Sarees,same as border,woven design,small border,traditional,tassels and latkans,default,no
14983,Sarees,same as saree,no border,small border,party,default,same as saree,no
14954,Sarees,same as border,zari,big border,party,tassels and latkans,same as saree,no
14817,Sarees,default,zari,big border,daily,jacquard,zari woven,no
14749,Sarees,default,zari,big border,traditional,jacquard,default,no
14446,Sarees,same as border,zari,small border,party,jacquard,same as saree,no
14422,Sarees,same as saree,zari,big border,daily,tassels and latkans,default,no
14359,Sarees,same as border,zari,big border,traditional,tassels and latkans,zari woven,no
15515,Sarees,default,zari,big border,traditional,jacquard,same as saree,no
